"hgnc_symbol","uniprotswissprot","go_id","name_1006","definition_1006"
"EGFR","P00533","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","Any process that modulates the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade. [GOC:ef]"
"EGFR","P00533","GO:0031659","positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle","Any process that activates or increases the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity contributing to the G1/S transition of the cell cycle. [GOC:dph, GOC:mah, GOC:pr, GOC:tb]"
"EGFR","P00533","GO:0043006","activation of phospholipase A2 activity by calcium-mediated signaling","A series of molecular signals that leads to the upregulation of calcium-dependent phospholipase A2 activity in response to the signal. [GOC:dph, GOC:jl, GOC:tb]"
"EGFR","P00533","GO:0045429","positive regulation of nitric oxide biosynthetic process","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide. [GOC:go_curators]"
"EGFR","P00533","GO:0046328","regulation of JNK cascade","Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade. [GOC:bf]"
"EGFR","P00533","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine. [GOC:ai]"
"EGFR","P00533","GO:0050999","regulation of nitric-oxide synthase activity","Any process that modulates the activity of the enzyme nitric-oxide synthase. [GOC:ai]"
"EGFR","P00533","GO:0070141","response to UV-A","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-A radiation stimulus. UV-A radiation (UV-A light) spans the wavelengths 315 to 400 nm. [GOC:BHF, GOC:mah]"
"EGFR","P00533","GO:0070372","regulation of ERK1 and ERK2 cascade","Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade. [GOC:add, ISBN:0121245462, ISBN:0896039986]"
"EGFR","P00533","GO:1900020","positive regulation of protein kinase C activity","Any process that activates or increases the frequency, rate or extent of protein kinase C activity. [GOC:signaling, GOC:TermGenie]"
"EGFR","P00533","GO:1903078","positive regulation of protein localization to plasma membrane","Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"
"EGFR","P00533","GO:1903800","positive regulation of production of miRNAs involved in gene silencing by miRNA","Any process that activates or increases the frequency, rate or extent of production of miRNAs involved in gene silencing by miRNA. [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"
"EGFR","P00533","GO:1905208","negative regulation of cardiocyte differentiation","Any process that stops, prevents or reduces the frequency, rate or extent of cardiocyte differentiation. [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]"
"EGFR","P00533","GO:0016323","basolateral plasma membrane","The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis. [GOC:go_curators]"
"EGFR","P00533","GO:0070435","Shc-EGFR complex","A protein complex that contains the epidermal growth factor receptor (EGFR) and the adaptor protein Shc, and is involved in linking EGFR activation to the p21-Ras pathway. [GOC:mah, PMID:7798267]"
"EGFR","P00533","GO:0097489","multivesicular body, internal vesicle lumen","The volume enclosed by the membrane of the multivesicular body internal vesicle. [GOC:pde, PMID:21183070]"
"EGFR","P00533","GO:0098609","cell-cell adhesion","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]"
"EGFR","P00533","GO:0004871","signal transducer activity","Conveys a signal across a cell to trigger a change in cell function or state. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response. [GOC:go_curators]"
"EGFR","P00533","GO:0005102","receptor binding","Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]"
"EGFR","P00533","GO:0005178","integrin binding","Interacting selectively and non-covalently with an integrin. [GOC:ceb]"
"EGFR","P00533","GO:0005516","calmodulin binding","Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states. [GOC:krc]"
"EGFR","P00533","GO:0019901","protein kinase binding","Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate. [GOC:jl]"
"EGFR","P00533","GO:0048408","epidermal growth factor binding","Interacting selectively and non-covalently with epidermal growth factor. [GOC:dgh]"
"EGFR","P00533","GO:0000186","activation of MAPKK activity","The initiation of the activity of the inactive enzyme MAP kinase kinase (MAPKK). [PMID:9561267]"
"EGFR","P00533","GO:0000902","cell morphogenesis","The developmental process in which the size or shape of a cell is generated and organized. [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"
"EGFR","P00533","GO:0001889","liver development","The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes. [GOC:add, ISBN:068340007X]"
"EGFR","P00533","GO:0001892","embryonic placenta development","The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin. [GOC:add, ISBN:068340007X]"
"EGFR","P00533","GO:0001942","hair follicle development","The process whose specific outcome is the progression of the hair follicle over time, from its formation to the mature structure. A hair follicle is a tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open. [GOC:dph, UBERON:0002073]"
"EGFR","P00533","GO:0006412","translation","The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome. [GOC:go_curators]"
"EGFR","P00533","GO:0006970","response to osmotic stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell. [GOC:jl]"
"EGFR","P00533","GO:0006979","response to oxidative stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals. [GOC:jl, PMID:12115731]"
"EGFR","P00533","GO:0007435","salivary gland morphogenesis","The process in which the anatomical structures of the salivary gland are generated and organized. [GOC:jid]"
"EGFR","P00533","GO:0007494","midgut development","The process whose specific outcome is the progression of the midgut over time, from its formation to the mature structure. The midgut is the middle part of the alimentary canal from the stomach, or entrance of the bile duct, to, or including, the large intestine. [GOC:jid, UBERON:0001045]"
"EGFR","P00533","GO:0007623","circadian rhythm","Any biological process in an organism that recurs with a regularity of approximately 24 hours. [GOC:bf, GOC:go_curators]"
"EGFR","P00533","GO:0008544","epidermis development","The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species. [GOC:go_curators, UBERON:0001003]"
"EGFR","P00533","GO:0010960","magnesium ion homeostasis","Any process involved in the maintenance of an internal steady state of magnesium ions within an organism or cell. [GOC:dph, GOC:tb]"
"EGFR","P00533","GO:0014070","response to organic cyclic compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus. [CHEBI:33832, GOC:ef]"
