InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
P51692	O60674	Biogrid, Hprd	1	1	4	9575217, 9047382, 24354892, 12538627
P01133	P01133	Biogrid, Hprd	1	1	2	11438527, 9188692
P01042	P03952	Biogrid, Hprd	1	1	5	291905, 7944388, 7686159, 10464316, 500690
P01042	P03951	Biogrid, Hprd	1	1	3	291905, 1652157, 3936495
O00268	P45973	Biogrid, Hprd	1	1	1	11959914
P55011	P55011	Biogrid, Hprd	2	2	1	10736171
P49069	O14836	Biogrid, Hprd	1	1	3	9311921, 10880535, 20676093
P50591	P50591	Biogrid, Hprd	2	2	2	10651627, 10549288
Q8WV28	Q92918	Biogrid, Hprd	1	1	1	11514608
P09341	P09341	Biogrid, Hprd	2	2	3	8397104, 7806518, 8089846
P05412	Q00403	Biogrid, Hprd	1	1	1	7848298
P23378	P23378	Biogrid, Hprd	2	2	1	6778858
Q9H2S9	Q13422	Biogrid, Hprd	1	1	3	10218586, 10978333, 28514442
Q9H2S9	Q9H2S9	Biogrid, Hprd	1	1	2	10218586, 10978333
O00555	O00305	Biogrid, Hprd	1	1	2	9442082, 10212211
Q9BYC2	Q9BYC2	Biogrid, Hprd	2	2	2	11327867, 27499296
P60903	P07858	Biogrid, Hprd	1	1	1	10777578
P07355	P07858	Biogrid, Hprd	1	1	1	10777578
P12318	P27986	Biogrid, Hprd	1	1	2	8631888, 9268059
P09884	O75419	Biogrid, Hprd	1	1	1	10518787
P46109	Q14511	Biogrid, Hprd	1	1	5	9820532, 9020138, 9498705, 9162067, 9405482
P46109	P12314	Biogrid, Hprd	2	2	1	9820532
P15498	P19174	Biogrid, Hprd	1	1	2	9891995, 16467851
Q13190	O95249	Biogrid, Hprd	1	1	5	9094723, 9647643, 11927603, 9325254, 12388752
P08138	Q9H213	Biogrid, Hprd	1	1	2	12414813, 21418516
P11831	Q08945	Biogrid, Hprd	2	2	1	10336466
Q9UEW8	P02686	Biogrid, Hprd	1	1	1	10980603
Q15464	P31785	Biogrid, Hprd	1	1	1	12200137
Q15464	P23458	Biogrid, Hprd	1	1	1	12200137
Q15464	P52333	Biogrid, Hprd	1	1	1	12200137
P54920	Q9BV40	Biogrid, Hprd	1	1	1	9614193
P05156	P01024	Biogrid, Hprd	1	1	3	8648130, 9291131, 1401896
P0DP23	P15884	Biogrid, Hprd	1	1	1	10757985
P0DP24	P15884	Biogrid, Hprd	1	1	1	10757985
P0DP25	P15884	Biogrid, Hprd	1	1	1	10757985
P0DP23	P15923	Biogrid, Hprd	1	1	1	10757985
P0DP24	P15923	Biogrid, Hprd	1	1	1	10757985
P0DP25	P15923	Biogrid, Hprd	1	1	1	10757985
P13010	P15498	Biogrid, Hprd	2	2	1	10673353
P13010	P29597	Biogrid, Hprd	2	2	1	10673353
P29597	P15498	Biogrid, Hprd	2	2	1	10673353
P29350	Q14289	Biogrid, Hprd	1	1	2	10747947, 10521452
P29350	P43405	Biogrid, Hprd	1	1	3	10747947, 10072516, 11356834
P62993	P43405	Biogrid, Hprd	2	2	3	10747947, 11964172, 22267732
P43405	Q14289	Biogrid, Hprd	2	2	1	10747947
P48764	Q15599	Biogrid, Hprd	1	1	1	9748260
Q9UBB5	Q96ST3	Biogrid, Hprd	1	1	1	10950960
Q9NPH3	P63000	Biogrid, Hprd	2	2	1	11416133
P07948	P27815	Biogrid, Hprd	1	1	2	10206997, 12810716
Q96QH2	Q13094	Biogrid, Hprd	2	2	1	11301322
Q96QH2	O75563	Biogrid, Hprd	2	2	1	11301322
Q96QH2	P07948	Biogrid, Hprd	2	2	1	11301322
P12036	P07196	Biogrid, Hprd	2	2	2	9388258, 28514442
P06213	O14543	Biogrid, Hprd	1	1	3	12560330, 15514089, 11071852
Q8WZ42	Q14896	Biogrid, Hprd	1	1	2	8631348, 12202917
Q14974	Q12772	Biogrid, Hprd	1	1	2	11283257, 10397761
Q12772	Q12772	Biogrid, Hprd	1	1	2	11283257, 15798184
P05155	P09871	Biogrid, Hprd	2	2	3	6604523, 9882449, 3756141
P10275	P04049	Biogrid, Hprd	2	2	1	8349631
Q15583	P05412	Biogrid, Hprd	1	1	1	11371641
P00519	O15357	Biogrid, Hprd	2	2	2	10194451, 19380743
P06241	P78352	Biogrid, Hprd	2	2	2	9892651, 12419528
P13591	P11362	Biogrid, Hprd	2	2	1	12121226
Q9Y6K9	P0DMV8	Biogrid, Hprd	1	1	1	11877453
Q9Y6K9	P0DMV9	Biogrid, Hprd	1	1	1	11877453
P03372	P49116	Biogrid, Hprd	1	1	1	11844790
Q99741	P11801	Biogrid, Hprd	1	1	1	9889196
Q99741	P20248	Biogrid, Hprd	1	1	3	9889196, 9566895, 10339564
Q92835	P20273	Biogrid, Hprd	2	2	1	10748054
P62993	P20273	Biogrid, Hprd	2	2	2	10748054, 11551923
P29353	P20273	Biogrid, Hprd	2	2	1	10748054
O15146	Q8NF91	Biogrid, Hprd	1	1	1	10878022
O75340	Q99683	Biogrid, Hprd	1	1	1	12372597
P02751	Q02388	Biogrid, Hprd	1	1	2	7963647, 9169408
P24394	P29353	Biogrid, Hprd	1	1	2	10652211, 11714803
P12931	Q92845	Biogrid, Hprd	1	1	2	8900189, 28514442
P52306	Q92845	Biogrid, Hprd	1	1	1	8900189
O00220	O95999	Biogrid, Hprd	1	1	1	10400625
O95999	Q15628	Biogrid, Hprd	2	2	1	10400625
Q14161	P25098	Biogrid, Hprd	1	1	1	10896954
O15259	O15259	Biogrid, Hprd	2	2	1	12006559
O15259	P21333	Biogrid, Hprd	1	1	1	12006559
O15259	O75369	Biogrid, Hprd	1	1	1	12006559
P12643	P02458	Biogrid, Hprd	1	1	1	10085302
P01137	P02458	Biogrid, Hprd	1	1	1	10085302
O75791	Q07890	Biogrid, Hprd	1	1	1	10820259
O75791	P63244	Biogrid, Hprd	1	1	1	10820259
O75791	Q07666	Biogrid, Hprd	1	1	2	10820259, 9872323
P05109	P05109	Biogrid, Hprd	2	2	2	10771424, 23483999
P01023	Q9UHI8	Biogrid, Hprd	2	2	1	10373500
P14868	P68104	Biogrid, Hprd	1	1	1	7806521
P98164	Q9UQF2	Biogrid, Hprd	1	1	2	10827173, 12508107
P98164	P57105	Biogrid, Hprd	1	1	1	10827173
P98164	O75052	Biogrid, Hprd	1	1	1	10827173
P98164	Q99767	Biogrid, Hprd	1	1	1	10827173
P98164	O75553	Biogrid, Hprd	1	1	3	10827173, 12508107, 9837937
P98164	Q13387	Biogrid, Hprd	1	1	2	10827173, 12508107
P98164	O14713	Biogrid, Hprd	1	1	1	10827173
P98164	O14908	Biogrid, Hprd	1	1	4	10827173, 12508107, 11912251, 16908842
Q07954	O14908	Biogrid, Hprd	1	1	1	10827173
Q07954	Q9UQF2	Biogrid, Hprd	1	1	2	10827173, 20205790
Q07954	Q13387	Biogrid, Hprd	1	1	1	10827173
Q07954	P57105	Biogrid, Hprd	1	1	1	10827173
Q07954	O75052	Biogrid, Hprd	1	1	1	10827173
Q07954	Q9NY46	Biogrid, Hprd	1	1	1	10827173
Q07954	Q99767	Biogrid, Hprd	1	1	1	10827173
Q07954	O75553	Biogrid, Hprd	1	1	2	10827173, 9837937
Q07954	O14713	Biogrid, Hprd	1	1	1	10827173
Q07954	Q9UM13	Biogrid, Hprd	1	1	1	10827173
P01130	O75553	Biogrid, Hprd	1	1	3	10827173, 9837937, 10380922
P98155	O75553	Biogrid, Hprd	1	1	2	10827173, 10380922
Q14114	P78352	Biogrid, Hprd	1	1	2	10827173, 16332682
Q14114	O75553	Biogrid, Hprd	1	1	2	10827173, 10380922
P05771	P63244	Biogrid, Hprd	1	1	3	10480917, 18596232, 24681954
Q9HD26	Q14457	Biogrid, Hprd	1	1	1	12372286
Q9HD26	O43424	Biogrid, Hprd	1	1	1	12372286
P19525	P62136	Biogrid, Hprd	1	1	1	12138106
P02776	P02776	Biogrid, Hprd	1	1	3	8031770, 7547867, 7835432
P04439	P01732	Biogrid, Hprd	1	1	2	9177355, 10809759
Q05707	P16070	Biogrid, Hprd	2	2	1	8986622
P24385	P06400	Biogrid, Hprd	1	1	14	11126356, 8490963, 11593423, 15485920, 9178893, 8647086, 8867812, 10491434, 9190208, 9003781, 8662825, 12676926, 9139732, 10486249
P51841	P51841	Biogrid, Hprd	2	2	1	9153227
Q13546	P78560	Biogrid, Hprd	1	1	2	9044836, 8985253
P17302	Q9Y6H8	Biogrid, Hprd	2	2	1	11739633
P26038	P26038	Biogrid, Hprd	2	2	1	10847681
Q13217	Q9NZJ5	Biogrid, Hprd	1	1	1	12446838
P06870	P29622	Biogrid, Hprd	1	1	2	10862973, 11016932
P04150	P10599	Biogrid, Hprd	1	1	2	9915858, 19570036
P78396	P06493	Biogrid, Hprd	1	1	4	8565853, 1628647, 7799941, 16009130
Q16602	O60896	Biogrid, Hprd	1	1	3	11387328, 12419522, 12093471
P01116	Q9UQ13	Biogrid, Hprd	1	1	2	10783161, 9674433
P04049	Q9UQ13	Biogrid, Hprd	2	2	3	10783161, 25022756, 26519477
P13647	P05783	Biogrid, Hprd	2	2	1	9786957
P17947	P05412	Biogrid, Hprd	1	1	2	9681824, 12091339
P25098	P08100	Biogrid, Hprd	1	1	1	10722682
O75688	P24941	Biogrid, Hprd	1	1	1	10934208
O75688	Q00534	Biogrid, Hprd	1	1	1	10934208
P49711	P67809	Biogrid, Hprd	1	1	2	10906122, 15229244
Q15788	Q9Y261	Biogrid, Hprd	1	1	1	11069927
Q99576	P04049	Biogrid, Hprd	1	1	2	12391160, 19380724
P25440	Q14209	Biogrid, Hprd	2	2	2	12145330, 10965846
Q00987	P21675	Biogrid, Hprd	1	1	2	9388200, 17237821
P01031	P07358	Biogrid, Hprd	1	1	1	3624872
P68104	O75312	Biogrid, Hprd	2	2	3	9852145, 26344197, 28514442
P06239	Q14289	Biogrid, Hprd	2	2	1	9091579
P16885	P29353	Biogrid, Hprd	2	2	2	10623845, 12135708
P02776	P01130	Biogrid, Hprd	1	1	1	11986215
P22557	Q9P2R7	Biogrid, Hprd	2	2	1	10727444
Q99767	Q96P71	Biogrid, Hprd	1	1	3	10833507, 28514442, 12780348
Q13009	Q13387	Biogrid, Hprd	2	2	1	12024021
Q13009	Q9UQF2	Biogrid, Hprd	2	2	1	12024021
Q9P2W3	Q9HAV0	Biogrid, Hprd	1	1	3	10570481, 12782285, 12454992
Q9P2W3	P62873	Biogrid, Hprd	1	1	3	10570481, 19168127, 12782285
Q9H4M9	P08069	Biogrid, Hprd	1	1	1	11423532
Q9NZN3	O95721	Biogrid, Hprd	1	1	1	11423532
O95721	O95721	Biogrid, Hprd	1	1	1	11423532
P17676	P17947	Biogrid, Hprd	1	1	1	7594592
P30260	P53041	Biogrid, Hprd	1	1	1	9405394
P06400	Q9UQ80	Biogrid, Hprd	1	1	2	11268000, 19946338
P04049	Q9P289	Biogrid, Hprd	1	1	1	11306563
P15907	P15907	Biogrid, Hprd	2	2	1	11356854
O14980	P37198	Biogrid, Hprd	1	1	2	10330396, 11425870
Q99584	P21579	Biogrid, Hprd	1	1	3	9712836, 11432880, 12135982
Q99584	P05230	Biogrid, Hprd	1	1	2	9712836, 11432880
P13500	P13500	Biogrid, Hprd	1	1	3	7651403, 8639605, 8989326
P32927	P32927	Biogrid, Hprd	2	2	3	11207369, 10753826, 8666948
O43924	P01112	Biogrid, Hprd	1	1	2	11980706, 11786539
Q04844	P02708	Biogrid, Hprd	1	1	1	1712080
Q04206	P05412	Biogrid, Hprd	1	1	2	10488148, 9468519
P43034	Q9Y266	Biogrid, Hprd	1	1	4	9601647, 20675372, 12885786, 11734602
P67775	P62495	Biogrid, Hprd	1	1	1	9003791
P09132	Q92973	Biogrid, Hprd	1	1	1	11682607
P09132	O95373	Biogrid, Hprd	1	1	1	11682607
P09132	O15397	Biogrid, Hprd	1	1	1	11682607
P62750	O00410	Biogrid, Hprd	2	2	2	11682607, 9687515
P62750	O95373	Biogrid, Hprd	2	2	2	11682607, 9687515
P62750	Q92973	Biogrid, Hprd	2	2	2	11682607, 9687515
P08134	O14578	Biogrid, Hprd	1	1	1	8543060
P14784	Q9NSE2	Biogrid, Hprd	2	2	1	10514520
O60763	O95249	Biogrid, Hprd	1	1	1	11927603
O60763	O14653	Biogrid, Hprd	1	1	2	11927603, 10903204
O60763	O15498	Biogrid, Hprd	2	2	1	11927603
O60763	Q13190	Biogrid, Hprd	1	1	2	11927603, 10903204
Q9NYM9	O15498	Biogrid, Hprd	2	2	2	11927603, 12388752
Q13190	O15155	Biogrid, Hprd	2	2	2	11927603, 9094723
P12956	Q9Y6H3	Biogrid, Hprd	1	1	1	10219089
P12956	P10909	Biogrid, Hprd	1	1	5	10219089, 12551933, 19177010, 19118032, 21042904
Q15466	P10275	Biogrid, Hprd	1	1	1	11735420
Q16623	P13569	Biogrid, Hprd	1	1	2	9384384, 12209004
O14980	P35658	Biogrid, Hprd	2	2	3	11425870, 15239126, 11551912
Q9UH92	Q14582	Biogrid, Hprd	1	1	3	11073985, 10593926, 11230181
Q9HAP2	Q9UH92	Biogrid, Hprd	1	1	4	11073985, 12446771, 20027290, 28514442
P35236	P27361	Biogrid, Hprd	1	1	5	10702794, 10559944, 10206983, 27880917, 10415025
P16471	P42680	Biogrid, Hprd	1	1	1	11328862
P42680	P15498	Biogrid, Hprd	2	2	2	11328862, 7651724
P16471	P15498	Biogrid, Hprd	1	1	2	11328862, 7768923
P81274	Q14980	Biogrid, Hprd	1	1	1	11781568
Q13705	P36896	Biogrid, Hprd	2	2	2	8622651, 8612709
P49790	O14980	Biogrid, Hprd	1	1	1	10202161
P08575	Q14697	Biogrid, Hprd	1	1	3	9148925, 10921916, 11564800
P08575	P14314	Biogrid, Hprd	2	2	1	9148925
P17936	P08069	Biogrid, Hprd	2	2	1	9389554
Q03135	P35228	Biogrid, Hprd	1	1	1	11114180
Q9H0F7	P60468	Biogrid, Hprd	1	1	1	10508919
Q14289	Q14289	Biogrid, Hprd	1	1	5	9512511, 11493697, 9560226, 11337490, 17192257
Q14289	P52333	Biogrid, Hprd	2	2	1	9512511
P52926	Q9Y6X2	Biogrid, Hprd	1	1	1	11390395
P56945	O15259	Biogrid, Hprd	1	1	3	10739664, 11493697, 18477472
P19086	O76081	Biogrid, Hprd	1	1	4	12414994, 9748279, 12379657, 15488169
P17096	P32519	Biogrid, Hprd	1	1	1	7862168
P32519	P19838	Biogrid, Hprd	1	1	2	7862168, 9094628
P32519	Q04864	Biogrid, Hprd	1	1	1	7862168
O14745	Q9NQ66	Biogrid, Hprd	2	2	2	10980202, 12193606
Q969N2	O43292	Biogrid, Hprd	1	1	4	11483512, 12052837, 22939629, 28514442
Q92904	Q9NQZ3	Biogrid, Hprd	1	1	3	10903443, 10857750, 12511597
Q92904	Q92904	Biogrid, Hprd	1	1	1	10903443
P21554	P63096	Biogrid, Hprd	2	2	1	11168387
P21554	P04899	Biogrid, Hprd	2	2	1	11168387
P21554	P08754	Biogrid, Hprd	2	2	1	11168387
O43353	O00463	Biogrid, Hprd	2	2	1	9642260
O43353	Q9Y4K3	Biogrid, Hprd	2	2	3	9642260, 18329614, 21097508
O43353	P19438	Biogrid, Hprd	2	2	1	9642260
P25942	O43353	Biogrid, Hprd	2	2	1	9642260
P48050	Q15700	Biogrid, Hprd	2	2	1	11997254
Q13224	Q15700	Biogrid, Hprd	1	1	4	11997254, 9278515, 9806853, 12890763
P22459	Q15700	Biogrid, Hprd	2	2	1	11997254
P21860	Q9UQ80	Biogrid, Hprd	1	1	5	11325528, 10682683, 19037095, 11708806, 15583694
P29353	P16144	Biogrid, Hprd	1	1	1	11044453
P13945	P12931	Biogrid, Hprd	1	1	1	11013230
P02774	O60494	Biogrid, Hprd	2	2	1	11717447
P02774	P98164	Biogrid, Hprd	2	2	1	11717447
Q9H2S1	Q9H2S1	Biogrid, Hprd	2	2	1	11323678
P01133	P04626	Biogrid, Hprd	1	1	1	12093292
P01133	P21860	Biogrid, Hprd	1	1	1	12093292
P42679	P04629	Biogrid, Hprd	1	1	1	10329710
Q96B97	P56945	Biogrid, Hprd	2	2	2	11071869, 12618476
Q07889	Q96B97	Biogrid, Hprd	2	2	1	11071869
Q96B97	Q96B97	Biogrid, Hprd	1	1	6	11071869, 11894095, 12135478, 15476827, 15090612, 25416956
P24928	P52434	Biogrid, Hprd	1	1	4	9201987, 19240132, 17283126, 26344197
P24928	P62875	Biogrid, Hprd	1	1	2	9201987, 26344197
P24928	P19388	Biogrid, Hprd	1	1	5	9201987, 19240132, 22939629, 26344197, 28514442
P30876	P62875	Biogrid, Hprd	1	1	2	9201987, 26344197
P19387	P19387	Biogrid, Hprd	1	1	3	9201987, 18562274, 10567706
P19387	P53803	Biogrid, Hprd	1	1	2	9201987, 26344197
P19387	P62875	Biogrid, Hprd	1	1	3	9201987, 26344197, 10567706
P30876	P52434	Biogrid, Hprd	1	1	3	9201987, 17643375, 26344197
P19388	P19388	Biogrid, Hprd	1	1	1	9201987
P19388	P52434	Biogrid, Hprd	1	1	3	9201987, 22863883, 26344197
P19388	P62875	Biogrid, Hprd	1	1	3	9201987, 26344197, 28514442
P62487	P62487	Biogrid, Hprd	1	1	1	9201987
P62487	P52434	Biogrid, Hprd	1	1	3	9201987, 26496610, 28514442
P52434	P52434	Biogrid, Hprd	1	1	1	9201987
P53803	P19388	Biogrid, Hprd	1	1	2	9201987, 26344197
P53803	P52434	Biogrid, Hprd	1	1	2	9201987, 26344197
P53803	P53803	Biogrid, Hprd	1	1	1	9201987
P62875	P52434	Biogrid, Hprd	1	1	2	9201987, 26344197
P12931	Q13322	Biogrid, Hprd	1	1	1	10871840
P06241	Q13322	Biogrid, Hprd	1	1	1	10871840
Q9GZM8	Q14204	Biogrid, Hprd	2	2	4	11163260, 18784752, 14970193, 11163259
Q00535	Q9GZM8	Biogrid, Hprd	1	1	2	11163260, 12796778
P00533	O15357	Biogrid, Hprd	2	2	2	11349134, 19713535
P01303	P25929	Biogrid, Hprd	1	1	3	7559383, 12007534, 9001438
P05230	P38646	Biogrid, Hprd	1	1	1	10510314
P04233	P04233	Biogrid, Hprd	2	2	3	2391366, 9752000, 9843486
Q13352	Q13352	Biogrid, Hprd	1	1	1	11713274
Q71U36	P43034	Biogrid, Hprd	1	1	1	9384577
O60239	P45983	Biogrid, Hprd	1	1	1	12167088
O60239	P45984	Biogrid, Hprd	1	1	2	12167088, 15158451
O60239	P53779	Biogrid, Hprd	1	1	1	12167088
P09211	P09211	Biogrid, Hprd	1	1	2	9398518, 16401067
Q12933	O43255	Biogrid, Hprd	1	1	1	12411493
P08246	P01011	Biogrid, Hprd	1	1	2	8718849, 8011628
Q9HAU4	P36897	Biogrid, Hprd	2	2	7	11163210, 21791611, 22624557, 23973329, 26679521, 25149540, 14722617
O15105	P37173	Biogrid, Hprd	2	2	3	11163210, 9335507, 25149540
P98177	O14980	Biogrid, Hprd	1	1	1	11313479
Q07954	P01023	Biogrid, Hprd	2	2	2	10652313, 12194978
P15311	P35240	Biogrid, Hprd	1	1	2	10036239, 17891137
Q92934	P60903	Biogrid, Hprd	1	1	1	9369453
O14793	O95633	Biogrid, Hprd	1	1	1	12194980
P30530	Q63HR2	Biogrid, Hprd	1	1	1	12470648
P18146	Q15742	Biogrid, Hprd	1	1	1	8668170
Q13393	P37840	Biogrid, Hprd	1	1	1	11821392
Q07955	P0DN76	Biogrid, Hprd	1	1	5	9799243, 8816452, 22939629, 21988832, 8261509
Q07955	P08621	Biogrid, Hprd	1	1	3	9799243, 9685421, 28514442
Q9Y2D8	P12814	Biogrid, Hprd	1	1	1	12446711
Q8NER1	Q8NER1	Biogrid, Hprd	2	2	1	11358970
Q92499	P33240	Biogrid, Hprd	2	2	2	11598190, 22939629
Q92804	Q15545	Biogrid, Hprd	1	1	1	9488465
Q92804	Q15542	Biogrid, Hprd	1	1	1	9488465
Q92804	Q15543	Biogrid, Hprd	1	1	1	9488465
Q92804	P19387	Biogrid, Hprd	1	1	1	9488465
Q92804	P62487	Biogrid, Hprd	1	1	1	9488465
Q92804	P19388	Biogrid, Hprd	1	1	1	9488465
O60716	P22223	Biogrid, Hprd	2	2	2	8660921, 23180380
P0DMV8	P21757	Biogrid, Hprd	1	1	1	11785981
P0DMV9	P21757	Biogrid, Hprd	1	1	1	11785981
P14859	Q9Y618	Biogrid, Hprd	1	1	2	11134019, 19617623
P61073	P52333	Biogrid, Hprd	2	2	1	10506573
P61073	O60674	Biogrid, Hprd	2	2	1	10506573
P61073	P29350	Biogrid, Hprd	2	2	1	10506573
P51617	Q05513	Biogrid, Hprd	2	2	1	11937546
Q2M1K9	Q13485	Biogrid, Hprd	2	2	2	10660046, 14630787
Q2M1K9	Q15797	Biogrid, Hprd	2	2	2	10660046, 14630787
Q13009	P63000	Biogrid, Hprd	1	1	2	11130063, 11595749
P49758	Q93045	Biogrid, Hprd	1	1	1	12140291
P49407	O14641	Biogrid, Hprd	1	1	1	11742073
P49407	O14640	Biogrid, Hprd	2	2	1	11742073
Q02952	P17252	Biogrid, Hprd	2	2	1	11316952
P11047	P14543	Biogrid, Hprd	1	1	1	9733643
P02462	P14543	Biogrid, Hprd	1	1	2	9733643, 2506015
P02452	P14543	Biogrid, Hprd	1	1	1	9733643
P11047	Q14112	Biogrid, Hprd	1	1	1	9733643
P0DP23	P32298	Biogrid, Hprd	1	1	1	9092566
P0DP24	P32298	Biogrid, Hprd	1	1	1	9092566
P0DP25	P32298	Biogrid, Hprd	1	1	1	9092566
P09848	P27824	Biogrid, Hprd	2	2	1	11751874
P09848	P11021	Biogrid, Hprd	2	2	1	11751874
Q96EY1	O60674	Biogrid, Hprd	1	1	1	11679576
Q96EY1	P38484	Biogrid, Hprd	2	2	1	11679576
Q96EY1	P11142	Biogrid, Hprd	2	2	2	11679576, 14993262
O60674	P11142	Biogrid, Hprd	2	2	1	11679576
P07948	P06493	Biogrid, Hprd	1	1	4	8051175, 8910336, 8084605, 10564259
Q14831	P50148	Biogrid, Hprd	1	1	1	10550060
P18847	P17535	Biogrid, Hprd	1	1	1	8152431
P35869	Q15596	Biogrid, Hprd	1	1	2	12024042, 15641800
Q06187	Q03135	Biogrid, Hprd	2	2	1	11751885
P27540	Q15596	Biogrid, Hprd	1	1	1	12024042
P51813	Q03135	Biogrid, Hprd	2	2	1	11751885
P28328	O60683	Biogrid, Hprd	1	1	1	10837480
O60683	P50542	Biogrid, Hprd	1	1	2	10837480, 22002062
P43034	P43034	Biogrid, Hprd	1	1	3	11889140, 12885786, 16258276
O60664	P51151	Biogrid, Hprd	1	1	1	12032303
P14859	P03372	Biogrid, Hprd	1	1	1	10480874
P14859	P19793	Biogrid, Hprd	1	1	2	10480874, 10383413
P14859	P10276	Biogrid, Hprd	1	1	1	10480874
P14859	P10827	Biogrid, Hprd	1	1	1	10480874
P14859	P10275	Biogrid, Hprd	1	1	2	10480874, 11096094
P14859	P06401	Biogrid, Hprd	1	1	1	10480874
P14859	P04150	Biogrid, Hprd	1	1	5	10480874, 10490647, 9584182, 14522952, 11096094
P09086	P04150	Biogrid, Hprd	1	1	3	10480874, 10490647, 9584182
P05198	Q14232	Biogrid, Hprd	1	1	2	9446619, 8887689
Q13077	P12931	Biogrid, Hprd	2	2	2	10635328, 15707590
Q13114	P12931	Biogrid, Hprd	2	2	2	10635328, 19419966
Q9Y4K3	P12931	Biogrid, Hprd	1	1	2	10635328, 22447928
P36507	P27361	Biogrid, Hprd	1	1	4	9006895, 8626767, 8226933, 7687743
Q16820	P10082	Biogrid, Hprd	1	1	1	11278902
Q16820	P01350	Biogrid, Hprd	1	1	1	11278902
Q16819	P30990	Biogrid, Hprd	1	1	1	11278902
Q16819	P01270	Biogrid, Hprd	1	1	1	11278902
P49407	Q12967	Biogrid, Hprd	1	1	1	12105416
P11021	Q9H173	Biogrid, Hprd	1	1	3	12356756, 25877869, 28514442
P25490	P36956	Biogrid, Hprd	1	1	1	10224053
P36956	P08047	Biogrid, Hprd	1	1	2	10224053, 10235267
Q12982	Q12982	Biogrid, Hprd	1	1	2	10954711, 11741952
Q07960	Q07960	Biogrid, Hprd	1	1	2	10954711, 11741952
Q12982	Q07960	Biogrid, Hprd	1	1	2	10954711, 10551883
P20645	Q9UJY4	Biogrid, Hprd	1	1	1	11387475
P35222	O95996	Biogrid, Hprd	1	1	5	9823329, 16510875, 10074433, 23840886, 10021369
P50750	Q04206	Biogrid, Hprd	1	1	1	12173051
O95237	O95237	Biogrid, Hprd	1	1	1	12009892
Q8TE85	Q9NZI5	Biogrid, Hprd	1	1	1	12549979
Q8TE85	Q8TE85	Biogrid, Hprd	1	1	1	12549979
Q8TE85	Q6ISB3	Biogrid, Hprd	1	1	1	12549979
Q9Y6Q9	P19793	Biogrid, Hprd	1	1	5	9267036, 11851396, 15863722, 11027271, 9346901
Q12959	P11171	Biogrid, Hprd	1	1	1	7937897
O14746	P13010	Biogrid, Hprd	1	1	2	12377759, 21855630
O14746	P12956	Biogrid, Hprd	1	1	1	12377759
Q15797	P55316	Biogrid, Hprd	1	1	1	11387330
Q92805	P20340	Biogrid, Hprd	1	1	1	10209123
P27797	P00750	Biogrid, Hprd	1	1	1	9359841
P11226	P27797	Biogrid, Hprd	1	1	1	8062452
P15056	P47736	Biogrid, Hprd	1	1	2	11278445, 10854065
Q9H4P4	P21860	Biogrid, Hprd	1	1	4	11867753, 12411582, 21576364, 17384230
Q9H4P4	Q15303	Biogrid, Hprd	1	1	1	11867753
Q8NHL6	P30511	Biogrid, Hprd	1	1	1	11169396
P42166	P06400	Biogrid, Hprd	2	2	1	12475961
P42166	P02545	Biogrid, Hprd	1	1	6	12475961, 10984438, 19727227, 22412018, 24927568, 26496610
P54762	P24666	Biogrid, Hprd	1	1	1	9499402
P29323	P24666	Biogrid, Hprd	2	2	1	9499402
P02786	O95166	Biogrid, Hprd	1	1	1	11997026
P49768	Q9UMF0	Biogrid, Hprd	1	1	1	11719200
P49810	Q9UMF0	Biogrid, Hprd	1	1	1	11719200
P29590	Q04206	Biogrid, Hprd	2	2	2	12540841, 25733689
O15519	P42574	Biogrid, Hprd	1	1	2	9208847, 9326610
Q12933	O15519	Biogrid, Hprd	2	2	2	9208847, 10837247
P04637	P11387	Biogrid, Hprd	1	1	4	10468612, 11805286, 18697815, 8639538
P27037	P43026	Biogrid, Hprd	2	2	1	8702914
Q13705	P43026	Biogrid, Hprd	2	2	1	8702914
Q04771	P43026	Biogrid, Hprd	2	2	1	8702914
O00212	Q9UIW2	Biogrid, Hprd	1	1	1	11784792
P27986	P62070	Biogrid, Hprd	2	2	1	11850823
Q15788	P10826	Biogrid, Hprd	1	1	4	8754792, 15604093, 17363140, 12665583
Q15788	Q00403	Biogrid, Hprd	1	1	1	8754792
Q15788	P20226	Biogrid, Hprd	1	1	1	8754792
P09471	Q00975	Biogrid, Hprd	1	1	1	11395521
Q13651	P23458	Biogrid, Hprd	1	1	3	12374810, 12133952, 10433356
P36507	P28482	Biogrid, Hprd	1	1	4	11823456, 21675959, 12788955, 11134045
P02760	P02760	Biogrid, Hprd	1	1	3	11883904, 9183005, 15452109
P01889	P01732	Biogrid, Hprd	1	1	2	10809759, 9331948
P10321	P01732	Biogrid, Hprd	1	1	2	10809759, 12899833
P17693	P01732	Biogrid, Hprd	1	1	3	10809759, 1908512, 10843658
Q9UJU6	Q92918	Biogrid, Hprd	1	1	1	10567356
P02766	P98160	Biogrid, Hprd	1	1	1	9307034
Q14289	P23458	Biogrid, Hprd	2	2	1	10702271
Q14289	P16871	Biogrid, Hprd	2	2	1	10702271
P49418	Q99962	Biogrid, Hprd	1	1	2	9341169, 9315708
P16070	P06239	Biogrid, Hprd	2	2	2	8576267, 9573028
Q92736	Q15413	Biogrid, Hprd	2	2	1	12213830
